,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
0,1003,11.7,56460,5.3,123.8,8.63
1,1043,14.9,41543,5.0,166.2,15.76
2,1073,15.3,50109,5.7,116.7,25.02
3,1089,13.5,61193,5.1,113.7,4.48
4,1097,19.5,45233,6.6,133.5,5.06
5,1115,12.0,57856,5.2,114.4,11.36
6,1117,7.9,74212,4.3,100.7,13.29
7,2020,7.2,83959,5.5,66.3,12.41
8,2122,12.0,68501,8.5,97.9,22.22
9,2170,9.5,71793,8.2,76.4,16.29
10,4003,21.1,45151,6.2,79.0,14.31
11,4013,15.0,58742,4.6,68.2,10.39
12,4015,18.3,42003,6.6,127.5,15.1
13,4019,18.2,47644,5.0,74.0,15.74
14,4021,15.4,52642,5.6,58.3,7.17
15,4025,13.3,49824,4.9,97.8,6.65
16,5007,9.1,64072,2.9,87.8,7.74
17,5051,17.8,42087,4.3,176.3,10.26
18,5119,17.2,47966,3.5,105.2,4.83
19,5125,8.7,63618,3.1,97.4,8.42
20,6001,10.7,89472,4.3,31.1,3.03
21,6007,19.5,45097,6.6,125.4,7.49
22,6013,8.7,90920,4.5,40.8,4.67
23,6019,25.5,48323,9.5,57.8,6.43
24,6023,20.0,43164,4.9,92.2,23.42
25,6025,23.6,43327,24.1,52.4,6.08
26,6029,22.4,49812,10.4,60.3,6.1
27,6037,16.3,61308,5.3,33.4,3.37
28,6039,20.4,49467,9.2,49.7,6.46
29,6041,7.8,103488,3.3,36.7,5.75
30,6045,19.0,45247,5.3,105.1,19.4
31,6047,20.3,47442,10.6,65.3,8.19
32,6053,12.9,62999,7.6,50.6,2.99
33,6059,11.1,81642,4.0,42.1,8.73
34,6061,7.2,85326,4.5,62.9,2.89
35,6065,15.3,59951,6.1,49.4,4.61
36,6067,16.3,59728,5.4,50.3,2.64
37,6071,17.6,56194,5.8,52.2,1.54
38,6073,12.4,70693,4.7,39.2,7.6
39,6075,10.2,101873,3.3,32.2,10.91
40,6077,14.6,59038,8.1,54.5,7.22
41,6079,11.0,69517,4.3,71.6,7.42
42,6081,6.6,107075,3.0,31.5,2.62
43,6083,13.9,66360,5.1,54.7,7.4
44,6085,9.3,110843,3.8,24.2,3.23
45,6087,13.4,75929,7.0,57.0,11.29
46,6089,17.2,46663,7.0,118.0,9.46
47,6093,18.8,40875,8.5,117.2,22.93
48,6095,11.4,73200,5.5,43.0,3.41
49,6097,9.4,73496,4.0,52.5,4.97
50,6099,14.5,54060,8.6,85.1,2.59
51,6107,24.7,45768,11.2,65.1,3.04
52,6111,9.8,79470,5.2,54.0,5.18
53,8001,11.7,65442,3.5,52.5,11.44
54,8005,9.0,70866,3.1,58.2,10.2
55,8013,10.8,74772,2.6,47.7,5.9
56,8031,14.0,61038,3.1,39.4,12.12
57,8035,3.4,112399,2.6,50.5,3.35
58,8041,11.5,63610,3.7,67.4,13.08
59,8059,7.0,74342,2.9,70.4,8.74
60,8069,11.2,66561,2.8,62.2,7.65
61,8077,15.0,49825,5.2,78.6,11.33
62,8101,19.9,44644,4.7,107.9,12.72
63,8123,11.5,63609,3.4,58.0,6.1
64,9001,8.6,89954,4.9,43.4,15.78
65,9003,10.9,69341,5.4,56.0,27.34
66,9005,7.2,76323,4.7,60.6,19.17
67,9007,7.9,80190,4.4,63.3,27.55
68,9009,11.4,66012,5.5,63.1,26.26
69,9011,9.3,70258,5.1,66.4,32.25
70,9013,7.2,81369,4.5,48.4,22.5
71,9015,11.9,60869,5.6,71.6,25.82
72,10001,13.6,53994,4.9,75.9,12.58
73,10003,11.3,67246,4.4,74.7,14.72
74,10005,11.6,56618,4.5,93.1,20.43
75,11001,18.5,74093,6.1,32.5,28.04
76,12001,22.3,45294,4.3,69.1,6.45
77,12005,14.9,48843,4.8,121.2,22.29
78,12009,14.7,51214,5.1,92.1,8.98
79,12011,13.5,54055,4.5,51.3,13.72
80,12015,12.6,44935,5.3,79.8,8.41
81,12017,16.6,40009,6.7,104.9,13.93
82,12019,9.6,57476,4.5,87.3,29.28
83,12021,11.4,62397,4.7,58.2,12.6
84,12031,14.5,51948,4.9,88.6,33.47
85,12033,15.2,45004,4.9,113.0,9.2
86,12035,11.2,50863,5.5,80.3,11.08
87,12053,15.4,46225,6.0,110.0,6.02
88,12057,15.0,54509,4.4,65.6,11.77
89,12061,12.3,49813,6.0,96.7,6.6
90,12069,11.8,50125,4.9,82.3,4.17
91,12071,12.8,52989,4.6,66.3,16.75
92,12073,19.0,51041,4.5,71.5,5.21
93,12081,12.7,51770,4.6,76.2,38.31
94,12083,17.4,39629,5.8,90.8,12.03
95,12085,11.3,55917,4.8,74.8,6.3
96,12086,18.2,45886,5.1,30.5,9.03
97,12087,11.5,63892,3.2,79.9,13.91
98,12089,10.3,67967,4.5,110.4,23.57
99,12091,10.7,58009,4.0,85.4,17.4
100,12095,16.3,51312,4.3,45.2,12.63
101,12097,14.8,50716,5.0,53.0,11.31
102,12099,12.6,57607,4.7,59.3,20.36
103,12101,13.3,46326,5.1,86.6,13.08
104,12103,13.3,49974,4.3,82.4,9.06
105,12105,16.4,46289,5.5,72.9,4.8
106,12107,21.5,37526,6.4,110.0,13.84
107,12109,7.7,78544,3.8,65.0,13.19
108,12111,17.0,45509,5.8,65.6,13.38
109,12113,10.6,62668,4.5,97.4,7.04
110,12115,10.8,55088,4.5,79.0,17.21
111,12117,11.4,61253,4.3,55.9,14.93
112,12127,14.2,45356,5.1,81.8,15.49
113,13013,12.9,54893,4.7,84.6,12.97
114,13015,15.1,52497,5.1,102.9,13.49
115,13021,26.3,38115,5.9,130.7,7.86
116,13045,14.9,50598,6.0,116.6,17.2
117,13047,12.9,53740,4.8,116.1,15.06
118,13051,16.6,52746,5.2,84.9,8.65
119,13057,7.5,78668,4.2,70.0,14.07
120,13059,27.9,36692,5.5,97.1,9.62
121,13063,20.8,44598,6.6,44.6,5.37
122,13067,10.0,70950,4.6,61.3,12.83
123,13073,7.2,74908,4.6,81.0,10.85
124,13077,9.9,71114,5.0,81.3,9.96
125,13089,17.5,56053,5.4,45.1,6.08
126,13097,12.9,59665,5.5,94.5,16.17
127,13117,5.7,101804,4.2,51.2,5.88
128,13121,16.0,62824,5.4,49.2,10.07
129,13135,11.3,67197,4.7,47.4,6.06
130,13139,13.7,55308,4.5,94.5,6.61
131,13151,9.6,67150,5.5,78.6,12.63
132,13223,8.6,65480,4.6,58.6,16.04
133,13245,25.6,41128,6.7,86.8,13.39
134,13295,18.6,40814,5.6,54.8,14.73
135,13297,12.8,55267,4.9,111.0,13.31
136,15001,15.4,54684,3.7,66.4,5.54
137,15003,8.5,80012,2.8,33.6,4.74
138,15009,9.5,69699,3.1,56.8,6.05
139,16001,10.8,61571,3.3,72.0,6.76
140,16005,16.8,48453,3.6,101.6,15.41
141,16055,14.5,52019,4.7,95.0,8.42
142,17019,18.9,51032,5.1,65.9,8.64
143,17031,15.0,60025,6.0,41.3,18.35
144,17037,15.8,59586,5.4,57.7,11.48
145,17043,7.0,84999,4.7,46.7,11.62
146,17063,7.9,71969,6.7,91.6,19.83
147,17089,10.5,73684,5.5,41.5,7.52
148,17091,14.2,54624,6.4,81.8,11.82
149,17093,4.6,91952,5.1,52.1,16.04
150,17097,8.7,83344,5.2,52.2,9.96
151,17099,13.3,56543,6.8,84.6,12.65
152,17111,7.3,81570,5.2,63.0,14.98
153,17113,12.6,64271,5.1,57.3,6.96
154,17115,17.3,47786,6.6,98.2,13.14
155,17119,13.3,56297,5.9,106.1,20.7
156,17143,15.2,52380,6.9,79.0,14.59
157,17163,15.4,50598,6.1,77.0,12.56
158,17167,13.8,55090,4.9,98.4,10.63
159,17179,8.8,60590,6.4,90.9,15.63
160,17183,20.2,45247,7.2,93.6,19.2
161,17197,7.2,81640,6.0,53.9,14.65
162,17201,15.6,50296,6.7,94.5,28.68
163,18003,15.0,51329,4.3,76.0,4.59
164,18011,7.0,80634,3.4,66.7,18.56
165,18019,10.5,51837,4.2,104.8,18.96
166,18029,8.2,63876,4.7,88.8,22.3
167,18035,21.6,41404,5.1,99.4,10.38
168,18039,13.2,54582,3.5,73.0,5.89
169,18043,10.3,58703,4.1,131.9,25.98
170,18053,20.3,40177,4.9,104.2,16.43
171,18057,4.8,92406,3.2,50.6,6.01
172,18089,16.6,53600,6.3,82.8,11.32
173,18095,17.5,45853,5.0,110.1,15.47
174,18097,18.9,45300,4.5,72.4,16.26
175,18105,23.8,44442,4.6,71.5,11.68
176,18109,10.5,60482,4.2,110.9,18.65
177,18127,7.8,67302,5.1,89.9,14.3
178,18135,15.4,46750,4.5,77.2,39.87
179,18141,16.2,48960,4.5,81.3,14.49
180,18143,15.8,47738,4.8,149.0,71.64
181,18157,17.6,51385,4.1,71.4,9.04
182,18163,17.4,46750,4.1,137.8,19.26
183,18167,17.8,43560,5.4,103.8,9.27
184,18177,17.0,42983,4.8,101.5,45.07
185,19061,10.5,59403,3.5,61.2,12.37
186,19103,17.0,58904,2.6,32.3,6.82
187,19113,10.0,64625,3.6,65.0,5.86
188,19153,10.9,64169,3.4,82.2,8.23
189,19163,13.4,56208,4.5,73.3,13.34
190,20091,5.6,80872,3.3,66.9,7.02
191,20173,14.9,52612,4.6,99.9,6.84
192,20177,10.9,55387,4.0,106.3,6.74
193,21015,7.6,72942,3.8,89.0,19.45
194,21019,18.2,44569,8.2,90.8,45.71
195,21021,17.1,44834,5.0,117.6,39.98
196,21029,10.4,63570,4.2,64.6,12.63
197,21037,12.5,61490,3.9,85.9,58.56
198,21067,17.9,53288,3.6,65.4,31.72
199,21071,30.4,31295,11.4,226.2,35.03
200,21073,13.7,52395,4.1,95.4,21.76
201,21081,15.6,49312,4.9,106.8,64.2
202,21093,13.8,52040,4.5,86.4,18.64
203,21097,15.3,49615,4.7,96.3,112.62
204,21111,14.9,52008,4.4,83.4,24.04
205,21113,15.9,55047,4.0,91.4,30.56
206,21117,12.6,61798,4.1,74.9,38.19
207,21151,21.3,45406,4.2,83.9,29.04
208,21195,31.4,32734,11.0,220.0,23.12
209,21209,10.4,64809,3.8,77.9,31.5
210,21227,18.5,47253,3.9,94.6,7.97
211,22033,19.9,50451,5.1,92.1,5.37
212,22051,16.1,49681,5.3,106.5,20.39
213,22063,12.6,58318,5.1,105.2,12.13
214,22071,24.1,38418,5.9,64.8,9.71
215,22079,19.9,42452,6.2,144.0,13.59
216,22103,9.8,65861,5.0,102.6,19.72
217,22117,27.8,34240,7.0,136.9,32.39
218,23001,12.7,48494,3.6,71.9,21.43
219,23003,16.3,39746,5.4,74.6,19.13
220,23005,10.0,65475,2.9,53.4,18.83
221,23009,11.0,53941,4.5,65.5,27.56
222,23011,14.1,51013,3.6,101.7,23.22
223,23017,13.4,44508,4.6,72.8,17.48
224,23019,14.8,47076,4.3,71.2,26.35
225,23025,19.5,42134,5.6,76.8,21.6
226,23029,18.4,37711,5.5,64.3,69.95
227,23031,8.1,60520,3.4,63.8,25.7
228,24003,7.0,95297,3.8,69.8,10.56
229,24005,9.0,72305,4.7,71.4,9.63
230,24009,5.8,97188,3.9,90.1,10.96
231,24013,5.5,89529,3.7,72.4,7.16
232,24015,10.0,70504,5.2,74.0,17.54
233,24017,7.4,93947,4.3,78.5,7.61
234,24021,6.9,89541,3.9,67.4,10.1
235,24025,7.2,83595,4.2,72.9,6.77
236,24027,5.2,119386,3.3,35.5,4.41
237,24031,6.9,99604,3.5,34.7,3.54
238,24033,9.2,78680,4.5,38.7,4.29
239,24043,13.2,54643,5.2,113.1,9.32
240,24510,21.8,46604,6.6,54.6,16.76
241,25001,7.6,67374,4.9,60.8,35.93
242,25003,10.9,56011,4.5,58.3,26.0
243,25005,10.7,65154,4.9,72.5,41.91
244,25009,10.7,73503,4.0,46.9,33.5
245,25011,10.0,56544,3.5,51.5,17.05
246,25013,16.5,51589,5.3,66.7,26.68
247,25015,11.9,64425,3.6,56.7,21.01
248,25017,7.7,94977,3.2,33.8,23.71
249,25021,6.1,92606,3.4,42.3,29.26
250,25023,8.0,81483,4.1,53.5,35.05
251,25025,19.5,61367,3.5,32.2,29.46
252,25027,9.6,69064,4.1,51.7,24.16
253,26005,9.0,58311,3.9,52.9,9.52
254,26021,16.7,47237,5.0,97.4,14.93
255,26025,16.8,46423,4.8,120.4,26.79
256,26045,11.2,57807,4.1,95.2,14.66
257,26049,20.3,44174,5.6,119.7,27.41
258,26055,10.0,57367,4.3,103.0,11.95
259,26065,20.1,49387,4.3,71.7,21.18
260,26073,23.4,42924,4.7,74.6,15.43
261,26077,16.6,53370,4.0,72.4,19.11
262,26081,12.1,59649,3.5,75.5,9.65
263,26091,12.5,52738,4.6,91.0,16.24
264,26093,5.8,79388,4.1,58.9,14.84
265,26099,11.0,60175,5.2,97.5,28.93
266,26115,10.0,61962,4.3,92.6,29.49
267,26121,18.8,44473,5.4,126.7,16.15
268,26125,8.7,72078,4.2,72.8,3.62
269,26139,9.0,65004,3.4,58.6,9.92
270,26147,13.8,52178,6.1,100.6,32.58
271,26161,14.6,66040,3.7,44.1,16.73
272,26163,22.9,43570,6.3,89.1,31.1
273,27003,6.8,76497,3.7,52.1,7.52
274,27037,5.6,79111,3.4,48.4,5.75
275,27053,10.9,71184,3.3,38.6,11.44
276,27123,13.9,60287,3.6,42.0,6.29
277,27137,14.7,50156,5.7,64.6,11.5
278,27139,5.5,91046,3.2,37.2,6.96
279,27163,4.5,90755,3.3,53.0,4.35
280,28033,10.2,64138,4.2,100.5,16.51
281,28045,17.2,45369,6.1,89.2,21.37
282,28047,20.5,42988,5.5,125.7,10.33
283,28049,20.8,42903,5.4,72.2,4.56
284,28059,17.6,53288,6.6,103.1,9.91
285,28121,9.5,62284,3.9,101.0,12.65
286,29019,16.6,52824,3.3,46.5,6.8
287,29047,8.4,65973,3.9,89.2,10.87
288,29071,10.7,55496,4.4,100.4,35.98
289,29077,16.5,42802,3.8,108.9,12.12
290,29095,15.5,50822,5.1,79.6,8.38
291,29099,10.1,61508,4.3,78.4,34.79
292,29113,11.2,56833,4.5,73.4,21.71
293,29169,14.2,50870,5.4,42.5,20.89
294,29183,5.2,80696,3.5,75.2,16.63
295,29189,9.2,62756,4.2,69.0,23.23
296,29510,24.3,39954,5.5,54.1,58.44
297,31055,12.4,59226,3.3,64.5,4.5
298,32003,14.6,54455,5.9,77.5,13.08
299,32023,15.9,48001,7.3,137.0,27.64
300,32031,12.5,58253,5.0,83.4,15.21
301,33001,10.0,57779,2.8,68.6,26.32
302,33003,10.5,56836,3.0,75.1,31.72
303,33005,8.6,57286,2.7,65.1,23.75
304,33009,10.3,60335,2.4,67.8,12.38
305,33011,8.0,75997,3.0,54.6,43.9
306,33013,7.4,69320,2.6,73.7,22.88
307,33015,4.2,82016,3.0,63.1,30.67
308,33017,7.7,69467,2.5,79.9,36.88
309,34001,14.2,55672,7.4,74.5,28.78
310,34003,6.9,93205,4.2,42.5,10.22
311,34005,6.2,80081,4.5,69.0,7.35
312,34007,12.0,65838,5.5,84.8,1.96
313,34009,11.9,59181,9.8,88.2,21.18
314,34011,18.4,48867,7.5,91.7,28.61
315,34013,16.3,54879,6.0,39.6,21.08
316,34015,7.8,79332,5.1,78.6,3.42
317,34017,15.6,63157,4.7,36.9,11.8
318,34019,4.5,113336,3.8,42.8,12.83
319,34021,11.1,76988,4.4,54.1,12.4
320,34023,8.6,82183,4.4,41.4,18.88
321,34025,7.1,89968,4.5,55.1,22.21
322,34027,5.4,107019,3.9,42.3,13.24
323,34029,11.0,62276,5.2,66.5,28.86
324,34031,17.2,61517,6.2,45.9,14.96
325,34035,5.2,104668,4.1,37.0,12.28
326,34037,6.0,87549,4.7,59.6,22.45
327,34039,10.6,71801,5.2,40.8,12.24
328,34041,8.3,74834,4.6,70.6,29.08
329,35001,16.2,50599,5.8,68.7,20.53
330,35013,25.6,38287,7.1,46.8,10.27
331,35039,22.5,37174,7.4,83.0,72.43
332,35043,14.5,58621,6.5,54.6,9.15
333,35045,17.4,50847,8.7,67.9,9.56
334,35049,14.0,57469,5.2,82.0,21.53
335,35061,18.6,43819,7.1,79.6,19.83
336,36005,28.6,37355,7.1,30.7,17.59
337,36007,16.5,49927,5.4,69.6,28.16
338,36011,12.5,53437,5.1,49.3,20.55
339,36013,19.2,42664,5.8,72.6,19.3
340,36025,17.5,45381,5.5,66.3,24.16
341,36027,9.2,73680,4.2,55.6,16.98
342,36029,14.2,54175,4.9,67.0,29.21
343,36037,11.4,54211,4.6,54.9,23.94
344,36045,15.3,46206,6.2,59.4,15.79
345,36047,20.6,54793,5.3,23.3,10.23
346,36053,11.1,57703,5.3,59.5,18.23
347,36055,14.7,54684,4.7,49.1,15.78
348,36059,6.1,105486,3.9,40.7,13.96
349,36061,17.2,77214,4.6,39.3,11.86
350,36063,12.6,50328,5.8,76.2,20.31
351,36065,16.3,52404,4.8,61.8,21.63
352,36067,14.6,56853,4.5,55.8,27.24
353,36069,9.6,58320,4.3,51.6,10.02
354,36071,12.6,71963,4.3,58.6,18.2
355,36075,17.2,52621,6.5,58.0,19.33
356,36079,6.0,96267,4.0,41.0,22.24
357,36081,13.3,61844,4.5,23.9,8.02
358,36085,13.2,75524,5.2,44.8,22.27
359,36087,14.4,84358,4.2,34.6,9.79
360,36089,17.5,50897,6.6,69.9,12.72
361,36101,13.2,50190,5.8,67.2,13.41
362,36103,7.6,92310,4.4,51.3,22.65
363,36105,16.9,49016,4.8,70.2,21.39
364,36109,18.5,55778,4.2,52.6,16.21
365,36111,13.9,61421,4.4,67.6,14.51
366,36119,10.0,89380,4.3,35.0,13.03
367,37001,16.1,46060,4.7,82.9,8.77
368,37019,13.8,51457,6.4,110.7,25.99
369,37021,13.5,50538,3.9,80.8,16.4
370,37023,17.7,41383,4.9,151.5,28.14
371,37025,11.0,63059,4.6,95.2,18.85
372,37027,17.1,39166,5.2,135.6,23.33
373,37031,12.3,51557,5.2,101.2,29.03
374,37035,12.7,49475,4.7,129.2,21.73
375,37045,20.6,38654,5.5,128.0,10.29
376,37047,24.6,35290,6.4,177.8,21.24
377,37049,15.3,49524,5.2,110.8,26.1
378,37051,18.8,45286,6.4,86.0,15.59
379,37057,15.4,46263,4.8,80.4,20.01
380,37059,11.6,54189,4.5,95.5,33.32
381,37063,16.1,54255,4.5,49.1,6.86
382,37067,17.5,48987,4.9,76.0,14.27
383,37071,15.7,48874,5.3,119.0,25.81
384,37077,15.2,50414,4.3,79.7,16.94
385,37081,18.3,47754,5.2,74.5,13.43
386,37085,16.1,51106,5.8,79.8,10.7
387,37087,15.9,45290,4.5,102.7,16.48
388,37089,12.2,53638,4.3,84.2,10.51
389,37097,10.6,56325,4.8,102.0,13.88
390,37099,20.9,44004,5.4,91.7,23.67
391,37101,13.2,55174,4.7,70.2,8.36
392,37109,12.7,50714,4.7,115.7,19.71
393,37111,18.4,41443,4.8,87.4,28.84
394,37119,12.3,63197,4.7,54.4,11.66
395,37125,11.4,54545,5.0,127.3,14.62
396,37127,16.5,47403,6.6,92.3,21.28
397,37129,17.3,51373,4.7,102.7,27.3
398,37133,13.7,47163,5.5,76.9,18.17
399,37135,12.8,65299,4.2,42.1,7.05
400,37141,15.0,50437,5.3,50.6,25.39
401,37147,21.5,45918,5.6,82.9,12.98
402,37151,14.4,45939,4.9,71.5,20.92
403,37155,27.8,34439,7.9,129.7,9.76
404,37157,18.1,41620,5.7,131.9,22.98
405,37159,16.5,47971,5.6,80.8,25.01
406,37161,18.6,38699,6.7,97.3,15.06
407,37169,12.4,48148,4.8,86.1,26.03
408,37179,9.0,72548,4.4,67.9,9.27
409,37183,9.2,76173,4.3,54.5,8.79
410,37191,20.6,42421,5.8,78.6,12.89
411,37193,16.8,41640,4.8,91.4,39.28
412,37195,22.3,41352,8.2,90.7,13.47
413,38017,10.7,59711,2.2,30.9,12.55
414,39001,20.2,38302,7.5,83.9,43.0
415,39003,15.5,47924,5.0,89.8,20.24
416,39007,18.2,43668,6.1,67.6,36.65
417,39013,15.7,45661,7.5,88.3,17.47
418,39015,16.7,51504,5.8,86.6,31.99
419,39017,12.4,63094,4.5,77.0,51.92
420,39021,11.1,56203,4.5,70.3,25.81
421,39023,15.7,47410,5.2,104.5,48.22
422,39025,10.6,61203,4.4,82.3,43.84
423,39027,13.4,53234,5.8,102.8,28.64
424,39029,17.2,46873,6.7,84.2,9.64
425,39035,18.3,46703,5.6,61.3,40.1
426,39037,10.7,52771,4.1,52.1,38.63
427,39041,4.7,102990,3.6,54.6,5.09
428,39043,12.5,51354,5.5,84.3,31.95
429,39045,9.7,65198,4.3,73.5,13.76
430,39049,16.6,56090,4.1,72.0,21.75
431,39051,8.9,56504,4.7,74.7,23.52
432,39053,20.6,42074,6.8,87.5,36.65
433,39055,5.8,77938,4.5,54.8,24.45
434,39057,12.1,62751,4.4,74.4,24.28
435,39059,18.6,43519,7.1,97.3,30.72
436,39061,16.0,53344,4.4,72.2,37.57
437,39063,10.0,56406,3.7,61.5,21.09
438,39077,12.2,51278,6.5,97.0,25.67
439,39081,16.3,43558,8.4,111.9,14.99
440,39085,8.6,61946,4.9,74.8,38.93
441,39087,17.9,42132,6.5,82.6,36.14
442,39091,12.2,53760,4.2,83.5,28.78
443,39093,12.4,54951,6.0,74.0,39.5
444,39095,19.8,45251,5.2,98.0,28.67
445,39097,11.8,60039,3.9,73.0,29.94
446,39099,18.7,42839,6.4,93.5,32.17
447,39101,14.8,44783,5.1,102.8,32.26
448,39103,6.5,73148,4.4,61.3,23.13
449,39109,9.5,59591,4.4,68.0,25.79
450,39113,18.2,47239,4.9,92.9,56.47
451,39123,10.4,56569,6.5,69.9,29.53
452,39133,13.5,52947,5.0,61.0,25.94
453,39135,11.0,57896,4.8,66.9,48.49
454,39139,15.8,44835,5.5,70.2,51.19
455,39141,18.6,47507,5.5,93.4,50.65
456,39143,11.6,52452,4.7,68.2,25.28
457,39145,22.1,39245,7.7,105.5,27.6
458,39149,9.4,59604,4.2,71.4,30.85
459,39151,13.2,51036,5.5,92.6,24.62
460,39153,13.7,52226,5.1,76.6,49.23
461,39155,17.6,45929,6.8,94.8,49.05
462,39157,12.7,50273,5.8,75.1,12.98
463,39165,5.4,81543,4.2,64.1,22.46
464,39167,13.7,47802,7.0,119.9,23.1
465,39169,11.9,53605,4.0,57.0,25.76
466,39173,11.4,60347,4.2,47.1,12.29
467,40013,16.9,39219,4.3,145.8,21.94
468,40027,12.4,61275,3.8,79.1,9.69
469,40037,15.5,45630,5.8,110.7,14.02
470,40079,21.6,37005,6.9,89.4,22.06
471,40101,21.4,40581,5.5,122.9,17.27
472,40109,16.3,51082,4.3,109.1,10.09
473,40143,15.7,51476,4.7,125.8,12.75
474,41005,8.7,74460,4.3,74.4,5.39
475,41017,10.6,61248,4.9,86.3,7.72
476,41029,14.6,48538,5.7,106.5,8.77
477,41039,18.3,47933,5.1,101.9,10.55
478,41047,13.6,55954,5.1,68.9,3.87
479,41051,14.2,62292,4.2,51.3,9.75
480,41067,9.0,75577,4.1,50.5,6.69
481,42001,9.4,59645,4.0,45.9,13.7
482,42003,11.5,56099,5.2,72.1,45.54
483,42005,13.8,46968,7.5,74.0,25.57
484,42007,9.7,54715,6.2,72.9,35.24
485,42011,13.1,59205,5.0,59.2,17.84
486,42013,13.6,44197,5.3,105.5,12.84
487,42017,6.6,80132,4.6,66.4,9.1
488,42019,7.3,66277,5.1,69.3,35.32
489,42021,15.6,43614,6.8,98.7,32.66
490,42025,13.1,51021,6.0,74.0,22.01
491,42029,7.0,92551,3.9,50.8,7.17
492,42039,14.4,45388,6.0,84.4,25.51
493,42041,7.9,64116,4.1,69.4,13.28
494,42043,11.3,59958,4.7,64.4,8.77
495,42045,10.8,67773,4.9,70.6,16.15
496,42049,15.7,48820,6.5,79.5,22.81
497,42051,17.5,42056,8.1,128.8,51.23
498,42055,9.1,59474,5.1,73.2,16.9
499,42063,20.0,43171,7.3,71.1,22.0
500,42069,14.1,47398,5.6,112.1,27.92
501,42071,10.7,61347,4.1,54.6,7.99
502,42073,13.7,46727,6.7,92.4,41.24
503,42077,13.8,60243,5.3,48.0,8.81
504,42079,14.6,46452,6.3,85.7,4.11
505,42081,14.6,48962,6.6,86.3,10.41
506,42085,16.1,49187,6.0,109.2,16.83
507,42089,12.0,59574,6.2,75.9,6.62
508,42091,6.2,84156,4.1,59.4,22.15
509,42095,9.3,65730,5.2,66.4,19.19
510,42097,14.6,46783,6.2,95.2,21.61
511,42101,25.3,41514,6.8,67.6,1.72
512,42107,12.8,50299,6.2,79.2,27.16
513,42111,14.1,43938,7.2,69.8,14.65
514,42115,12.7,47518,5.7,51.8,26.92
515,42125,9.7,58068,6.1,72.2,48.56
516,42127,13.7,49357,5.7,64.6,25.64
517,42129,9.8,56544,5.8,74.1,8.72
518,42133,9.8,62305,4.6,62.5,9.01
519,44003,9.6,63762,4.7,71.7,27.94
520,44005,9.0,72776,4.7,59.7,28.99
521,44007,15.8,52011,5.5,58.1,27.93
522,44009,9.8,77000,4.7,63.2,15.84
523,45003,17.0,47394,5.0,87.7,14.93
524,45007,15.4,45821,4.6,93.6,10.68
525,45013,10.3,65354,4.8,65.0,5.46
526,45015,12.3,58690,4.6,59.4,15.17
527,45019,15.0,56564,4.1,76.0,14.12
528,45035,9.5,58167,4.6,101.0,9.75
529,45041,18.3,45044,5.3,136.2,11.53
530,45043,15.2,47842,6.8,88.2,22.8
531,45045,10.9,55452,4.3,91.6,11.03
532,45051,15.0,45608,5.9,110.7,31.95
533,45063,11.7,57623,4.1,91.8,12.23
534,45073,14.6,46996,5.2,115.9,15.72
535,45077,14.9,46154,5.0,107.2,19.53
536,45079,16.4,51973,4.8,64.9,8.3
537,45083,15.6,47706,4.7,107.4,12.94
538,45091,10.7,61044,4.6,72.3,16.63
539,46099,9.9,60244,2.6,65.6,6.94
540,47001,14.4,46731,4.8,147.4,31.61
541,47009,11.4,51233,4.4,91.0,16.32
542,47019,21.5,33382,5.6,109.5,24.78
543,47021,11.1,58555,4.0,107.0,32.6
544,47031,14.3,47884,4.7,169.5,21.95
545,47037,15.1,54666,3.6,85.2,25.57
546,47043,13.5,52144,4.3,138.8,32.59
547,47059,17.0,40855,5.4,124.3,18.95
548,47063,18.5,42047,5.1,163.2,29.79
549,47065,13.5,48690,4.6,123.0,14.82
550,47073,19.2,38958,5.4,89.0,30.05
551,47093,14.8,52174,4.0,97.6,31.79
552,47117,13.2,50014,4.6,145.2,31.33
553,47119,11.5,51202,4.0,134.9,16.67
554,47125,12.9,55351,5.1,87.0,7.15
555,47141,19.2,40479,4.9,139.6,13.17
556,47145,14.2,47088,5.5,147.0,39.72
557,47149,10.3,61232,3.7,94.8,14.27
558,47155,15.1,45251,4.9,114.9,17.59
559,47157,20.8,47639,5.3,73.6,15.3
560,47163,16.4,43211,5.2,165.0,22.34
561,47165,9.7,61134,3.9,90.9,11.66
562,47167,16.1,54748,5.7,112.2,26.1
563,47179,14.8,46316,4.8,108.5,22.76
564,47187,5.2,107942,3.4,57.6,8.22
565,47189,8.1,70955,3.8,91.4,19.58
566,48029,16.3,53170,3.7,54.6,5.86
567,48039,9.9,74510,5.2,62.3,3.67
568,48085,6.3,90382,3.5,56.2,4.79
569,48113,16.3,54429,4.0,50.6,6.25
570,48121,8.2,80841,3.4,59.2,4.22
571,48141,22.7,42048,4.9,37.5,6.09
572,48157,8.3,90972,5.0,39.2,4.32
573,48167,12.9,64155,5.3,75.4,7.29
574,48201,16.6,56415,5.3,46.2,5.62
575,48245,20.1,46198,7.0,85.5,4.71
576,48303,18.9,48587,3.4,84.2,6.27
577,48339,10.9,72506,4.9,60.6,7.01
578,48355,15.1,53562,5.6,80.2,7.47
579,48367,9.3,67735,4.1,73.3,7.73
580,48439,13.6,61553,4.0,66.7,4.71
